Disease,Serotype,Reason,Country,Code,Unit type,Latitude,Longitude,Admin1,OBStartDate,OBEndDate,Species,Susceptible,Cases,Deaths,Destroyed,Slaughtered
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9053,5.9872,Zuid-Holland,31/08/07,31/12/08,Sheep,88,5,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.90576,5.90168,Limburg,26/10/07,31/12/08,Sheep,23,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9061,5.8969,Limburg,08/08/07,31/12/08,Sheep,32,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9086,5.8522,Limburg,06/09/07,31/12/08,Sheep,31,7,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9089,5.7772,Limburg,18/08/07,31/12/08,Sheep,6,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9092,5.8731,Limburg,11/08/07,31/12/08,Sheep,17,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9117,5.8814,Zuid-Holland,23/09/07,31/12/08,Sheep,19,4,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9117,5.8814,Zuid-Holland,28/08/07,31/12/08,Sheep,13,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9139,5.8328,Overijssel,29/08/07,31/12/08,Sheep,43,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9142,5.825,Limburg,18/08/07,31/12/08,Sheep,40,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9169,5.8792,Limburg,28/08/07,31/12/08,Sheep,5,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9231,5.7972,Limburg,13/08/07,31/12/08,Sheep,2,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9272,5.8208,Noord-Brabant,31/08/07,31/12/08,Sheep,75,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9311,5.8942,Gelderland,03/09/07,31/12/08,Sheep,34,6,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9319,5.8331,Limburg,31/07/07,31/12/08,Sheep,21,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9333,5.7636,Limburg,23/08/07,31/12/08,Sheep,11,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9336,5.7586,Limburg,28/08/07,31/12/08,Sheep,22,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9336,5.7775,Limburg,26/07/07,31/12/08,Sheep,4,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9378,5.8961,Limburg,31/08/07,31/12/08,Sheep,13,4,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9389,5.8292,Limburg,04/09/07,31/12/08,Sheep,5,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9389,5.8292,Limburg,05/09/07,31/12/08,Sheep,14,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.93956,5.86285,Limburg,24/10/07,31/12/08,Sheep,66,31,6,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.94,5.8703,Limburg,14/08/07,31/12/08,Sheep,10,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9403,5.8889,Limburg,14/08/07,31/12/08,Sheep,3,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9406,5.7728,Limburg,18/08/07,31/12/08,Sheep,16,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9411,5.8639,Limburg,03/08/07,31/12/08,Sheep,8,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9414,5.7672,Limburg,24/08/07,31/12/08,Sheep,2,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9419,5.8853,Limburg,16/08/07,31/12/08,Sheep,76,12,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9475,5.9664,Gelderland,21/09/07,31/12/08,Sheep,1,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9514,5.91,Limburg,21/09/07,31/12/08,Sheep,21,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9544,5.8758,Limburg,06/09/07,31/12/08,Sheep,6,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9581,5.8919,Limburg,13/08/07,31/12/08,Sheep,4,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9619,5.82,Limburg,05/09/07,31/12/08,Sheep,6,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9636,5.8706,Limburg,08/08/07,31/12/08,Sheep,36,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9661,5.9256,Noord-Brabant,30/08/07,31/12/08,Sheep,8,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9678,5.8556,Limburg,13/08/07,31/12/08,Sheep,12,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9714,5.8725,Limburg,16/08/07,31/12/08,Sheep,410,15,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9719,5.7669,Limburg,04/09/07,31/12/08,Sheep,2,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9767,5.9822,Limburg,28/07/07,31/12/08,Sheep,8,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9789,5.8694,Limburg,20/08/07,31/12/08,Sheep,2,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9797,5.8703,Limburg,17/08/07,31/12/08,Sheep,18,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9856,5.8589,Limburg,18/08/07,31/12/08,Sheep,7,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,50.9883,5.8606,Limburg,13/08/07,31/12/08,Sheep,4,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.0333,5.8189,Limburg,24/08/07,31/12/08,Sheep,4,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.0492,5.9611,Limburg,10/08/07,31/12/08,Sheep,4,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.0619,5.8506,Noord-Brabant,22/08/07,31/12/08,Sheep,3,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.0622,5.9436,Zuid-Holland,30/08/07,31/12/08,Sheep,69,5,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.0656,5.9469,Limburg,25/09/07,31/12/08,Sheep,35,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.0697,5.845,Gelderland,22/08/07,31/12/08,Sheep,23,3,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.0722,5.8769,Limburg,21/08/07,31/12/08,Sheep,3,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.0744,5.8131,Limburg,06/08/07,31/12/08,Sheep,6,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.08,5.9189,Noord-Brabant,30/08/07,31/12/08,Sheep,3,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.0861,5.9703,Limburg,16/08/07,31/12/08,Sheep,2,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.0958,5.8422,Limburg,17/08/07,31/12/08,Sheep,1110,8,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.1069,5.8753,Limburg,06/09/07,31/12/08,Sheep,4,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.1108,5.87,Noord-Brabant,03/09/07,31/12/08,Sheep,40,3,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.1119,5.8686,Gelderland,29/08/07,31/12/08,Sheep,23,4,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.1158,5.8972,Limburg,22/08/07,31/12/08,Sheep,26,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.1297,6.0142,Limburg,24/08/07,31/12/08,Sheep,18,5,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.1306,5.8558,Limburg,24/09/07,31/12/08,Sheep,150,10,8,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.1356,5.9367,Limburg,22/08/07,31/12/08,Sheep,9,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.1514,6.0875,Gelderland,09/09/07,31/12/08,Sheep,20,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.1514,6.0875,Gelderland,12/09/07,31/12/08,Sheep,9,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.1822,5.7869,Limburg,01/08/07,31/12/08,Sheep,40,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.1831,5.8369,Gelderland,25/08/07,31/12/08,Sheep,19,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.1997,5.7989,Limburg,19/09/07,31/12/08,Sheep,47,1,7,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2008,6.0369,Limburg,06/09/07,31/12/08,Sheep,62,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2142,5.6914,Limburg,18/08/07,31/12/08,Sheep,4,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2144,5.7775,Limburg,02/08/07,31/12/08,Sheep,34,4,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2214,3.9025,Zeeland,10/09/07,31/12/08,Sheep,24,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2239,5.7783,Gelderland,27/08/07,31/12/08,Sheep,5,3,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2247,3.7914,Zeeland,31/08/07,31/12/08,Sheep,4,3,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2261,5.5931,Zuid-Holland,25/08/07,31/12/08,Sheep,26,6,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2272,5.7633,Zeeland,30/08/07,31/12/08,Sheep,40,3,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2286,6.0361,Limburg,18/08/07,31/12/08,Sheep,38,3,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2286,6.0361,Limburg,21/08/07,31/12/08,Sheep,30,5,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2303,3.8231,Limburg,29/08/07,31/12/08,Sheep,30,4,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2339,5.7289,Limburg,18/08/07,31/12/08,Sheep,3,3,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2344,3.9722,Zeeland,31/08/07,31/12/08,Sheep,2,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2347,5.5594,Noord-Brabant,20/08/07,31/12/08,Sheep,51,3,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2386,5.7847,Noord-Brabant,28/08/07,31/12/08,Sheep,10,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2406,6.0361,Noord-Brabant,29/08/07,31/12/08,Sheep,53,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2514,5.8603,Noord-Brabant,22/08/07,31/12/08,Sheep,49,4,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2531,5.8742,Limburg,09/08/07,31/12/08,Sheep,44,3,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2556,5.5706,Utrecht,29/08/07,31/12/08,Sheep,150,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2558,5.6672,Limburg,04/09/07,31/12/08,Sheep,14,3,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2558,5.6672,Limburg,07/09/07,31/12/08,Sheep,75,3,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2558,5.6672,Limburg,20/09/07,31/12/08,Sheep,40,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2569,5.6478,Overijssel,13/09/07,31/12/08,Sheep,180,4,2,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2642,5.9108,Limburg,25/09/07,31/12/08,Sheep,65,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2678,5.8133,Zuid-Holland,29/08/07,31/12/08,Sheep,38,4,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2686,5.9656,Noord-Brabant,03/09/07,31/12/08,Sheep,5,3,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2694,5.5731,Noord-Brabant,20/08/07,31/12/08,Sheep,33,11,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2733,6.1094,Limburg,29/08/07,31/12/08,Sheep,240,12,18,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2739,4.0144,Zeeland,21/09/07,31/12/08,Sheep,500,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2744,3.4094,Zeeland,10/08/07,31/12/08,Sheep,52,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2747,3.4389,Zeeland,01/09/07,31/12/08,Sheep,23,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2747,3.4389,Zeeland,05/09/07,31/12/08,Sheep,24,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2747,3.4389,Zeeland,06/09/07,31/12/08,Sheep,14,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2756,3.9142,Limburg,22/08/07,31/12/08,Sheep,10,4,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2756,3.9142,Zeeland,21/08/07,31/12/08,Sheep,4,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2764,6.0994,Limburg,23/08/07,31/12/08,Sheep,2,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2769,5.9717,Limburg,07/09/07,31/12/08,Sheep,41,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2781,6.0139,Noord-Brabant,23/08/07,31/12/08,Sheep,4,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2781,6.0211,Limburg,06/09/07,31/12/08,Sheep,207,4,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2781,6.0211,Limburg,13/09/07,31/12/08,Sheep,2,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2783,3.7233,Zeeland,10/09/07,31/12/08,Sheep,169,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2789,5.5897,Noord-Brabant,07/09/07,31/12/08,Sheep,145,5,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2792,5.7717,Limburg,26/09/07,31/12/08,Sheep,6,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.28,3.7686,Zeeland,24/09/07,31/12/08,Sheep,70,4,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2803,3.7406,Zeeland,03/08/07,31/12/08,Sheep,15,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2806,3.7222,Zeeland,25/09/07,31/12/08,Sheep,270,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2806,3.7222,Zeeland,30/08/07,31/12/08,Sheep,7,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2825,3.6828,Noord-Brabant,31/08/07,31/12/08,Sheep,51,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2825,5.7744,Noord-Brabant,09/09/07,31/12/08,Sheep,19,12,2,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2825,5.7744,Noord-Brabant,25/08/07,31/12/08,Sheep,5,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2831,5.3464,Gelderland,05/09/07,31/12/08,Sheep,81,21,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2844,6.0844,Noord-Brabant,23/08/07,31/12/08,Sheep,15,5,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2856,5.5614,Zeeland,28/08/07,31/12/08,Sheep,375,13,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2875,5.5672,Noord-Brabant,03/08/07,31/12/08,Sheep,6,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2878,5.3508,Zuid-Holland,21/08/07,31/12/08,Sheep,100,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2894,3.8158,Zeeland,19/09/07,31/12/08,Sheep,17,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2906,5.9661,Utrecht,25/08/07,31/12/08,Sheep,29,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2914,5.5869,Noord-Brabant,05/09/07,31/12/08,Sheep,2,3,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2917,5.3161,Noord-Brabant,24/08/07,31/12/08,Sheep,2,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2931,3.9247,Noord-Brabant,22/08/07,31/12/08,Sheep,2,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2936,3.7692,Zeeland,25/09/07,31/12/08,Sheep,200,15,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2939,3.7528,Zeeland,24/09/07,31/12/08,Sheep,35,5,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2953,3.7925,Zeeland,11/09/07,31/12/08,Sheep,2,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2967,5.8303,Limburg,11/10/07,31/12/08,Sheep,53,2,14,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2969,3.5064,Zeeland,12/10/07,31/12/08,Sheep,70,4,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.29737,5.56384,Noord-Brabant,07/09/07,31/12/08,Sheep,10,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2975,5.325,Noord-Brabant,15/10/07,31/12/08,Sheep,20,5,13,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2986,5.7836,Limburg,17/08/07,31/12/08,Sheep,45,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.2989,5.7781,Noord-Brabant,29/08/07,31/12/08,Sheep,18,3,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3011,6.1311,Limburg,22/08/07,31/12/08,Sheep,2,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3017,5.4694,Noord-Brabant,31/08/07,31/12/08,Sheep,55,3,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3081,3.9125,Zeeland,11/09/07,31/12/08,Sheep,196,4,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3092,3.7781,Zeeland,18/09/07,31/12/08,Sheep,20,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3094,3.4814,Zeeland,05/09/07,31/12/08,Sheep,11,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3094,3.4814,Zeeland,14/09/07,31/12/08,Sheep,10,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3108,3.3783,Zeeland,24/09/07,31/12/08,Sheep,1294,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3125,4.0642,Noord-Brabant,31/08/07,31/12/08,Sheep,8,3,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.31306,3.77393,Zeeland,11/09/07,31/12/08,Sheep,41,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3136,5.3394,Utrecht,30/08/07,31/12/08,Sheep,54,3,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3147,5.7286,Limburg,21/08/07,31/12/08,Sheep,2,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3147,5.7286,Noord-Brabant,21/08/07,31/12/08,Sheep,10,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3181,3.5492,Zeeland,05/09/07,31/12/08,Sheep,3,3,1,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3181,3.5492,Zeeland,05/09/07,31/12/08,Sheep,42,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3181,3.5492,Zeeland,05/09/07,31/12/08,Sheep,59,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3181,3.5492,Zeeland,05/09/07,31/12/08,Sheep,61,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3183,5.4731,Noord-Brabant,05/09/07,31/12/08,Sheep,31,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3203,3.6919,Zuid-Holland,27/08/07,31/12/08,Sheep,8,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3203,3.9753,Limburg,02/09/07,31/12/08,Sheep,38,14,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3206,4.0228,Zuid-Holland,31/08/07,31/12/08,Sheep,380,5,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3217,3.6125,Zeeland,30/08/07,31/12/08,Sheep,16,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3219,3.7794,Zeeland,10/09/07,31/12/08,Sheep,13,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3231,5.7131,Noord-Brabant,03/10/07,31/12/08,Sheep,50,4,4,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3247,5.7844,Noord-Brabant,31/08/07,31/12/08,Sheep,35,6,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3256,3.5494,Zuid-Holland,02/09/07,31/12/08,Sheep,9,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3275,5.8644,Limburg,23/09/07,31/12/08,Sheep,235,3,3,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3289,3.7297,Noord-Brabant,21/09/07,31/12/08,Sheep,4,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3303,4.0636,Zeeland,13/08/07,31/12/08,Sheep,10,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3306,3.7147,Gelderland,01/09/07,31/12/08,Sheep,50,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3306,4.0969,Noord-Brabant,31/08/07,31/12/08,Sheep,65,5,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.33184,3.77318,Zeeland,12/10/07,31/12/08,Sheep,40,6,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3319,3.7722,Zeeland,11/09/07,31/12/08,Sheep,35,4,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3347,3.8917,Zeeland,11/09/07,31/12/08,Sheep,2,2,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3361,5.7456,Gelderland,22/08/07,31/12/08,Sheep,22,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3372,5.3181,Zuid-Holland,25/08/07,31/12/08,Sheep,15,1,0,0,0
Bluetongue,8,Recurrence,"Netherlands, Kingdom of the",NLD,Farm,51.3375,3.5156,Zeeland,05/09/07,31/12/08,Sheep,421,3,0,0,0
